Item Name,SKU,Categories,Permalink,Option Value 1,Description,Option Value 2,Option Value 3,Option Value 4,Reporting Category,Variation Name,Option Value 5,Option Value 6,Price
AI Summarize,ai.summarize.standard,Magnexis APIHub > Ai,api-ai-summarize,ai,"Condense long text into a concise, structured summary.",medium,none,free,Text Transform,standard,ai|standard,60,1.57
JSON Formatter Batch,dev.json-formatter.batch,Magnexis APIHub > Dev,api-dev-json-formatter-batch,dev,"Pretty-print, minify, and validate JSON. Optimized for batch mode.",low,none,pro,Formatting,batch,batch|dev,90,2.56
Env Validator,dev.env-validator.standard,Magnexis APIHub > Dev,api-dev-env-validator,dev,Validate environment variable definitions.,medium,none,free,Validation,standard,dev|env,60,2.96
Env Validator Fast,dev.env-validator.fast,Magnexis APIHub > Dev,api-dev-env-validator-fast,dev,Validate environment variable definitions. Optimized for fast mode.,medium,none,pro,Validation,fast,dev|env,60,2.43
Env Validator Deep,dev.env-validator.deep,Magnexis APIHub > Dev,api-dev-env-validator-deep,dev,Validate environment variable definitions. Optimized for deep mode.,medium,none,pro,Validation,deep,deep|dev,60,2.77
Env Validator Strict,dev.env-validator.strict,Magnexis APIHub > Dev,api-dev-env-validator-strict,dev,Validate environment variable definitions. Optimized for strict mode.,medium,none,pro,Validation,strict,dev|env,60,2.84
Env Validator Creative,dev.env-validator.creative,Magnexis APIHub > Dev,api-dev-env-validator-creative,dev,Validate environment variable definitions. Optimized for creative mode.,medium,none,pro,Validation,creative,creative|dev,60,3.13
Env Validator Compact,dev.env-validator.compact,Magnexis APIHub > Dev,api-dev-env-validator-compact,dev,Validate environment variable definitions. Optimized for compact mode.,medium,none,pro,Validation,compact,compact|dev,60,2.79
Env Validator Verbose,dev.env-validator.verbose,Magnexis APIHub > Dev,api-dev-env-validator-verbose,dev,Validate environment variable definitions. Optimized for verbose mode.,medium,none,pro,Validation,verbose,dev|env,60,3.10
Env Validator Safe,dev.env-validator.safe,Magnexis APIHub > Dev,api-dev-env-validator-safe,dev,Validate environment variable definitions. Optimized for safe mode.,medium,none,pro,Validation,safe,dev|env,60,2.97
Env Validator Adaptive,dev.env-validator.adaptive,Magnexis APIHub > Dev,api-dev-env-validator-adaptive,dev,Validate environment variable definitions. Optimized for adaptive mode.,medium,none,pro,Validation,adaptive,adaptive|dev,60,2.92
Env Validator Batch,dev.env-validator.batch,Magnexis APIHub > Dev,api-dev-env-validator-batch,dev,Validate environment variable definitions. Optimized for batch mode.,medium,none,pro,Validation,batch,batch|dev,60,2.76
Regex Tester,dev.regex-tester.standard,Magnexis APIHub > Dev,api-dev-regex-tester,dev,Test a pattern against sample input and report matches.,medium,none,free,Pattern,standard,dev|pattern,60,3.06
Regex Tester Fast,dev.regex-tester.fast,Magnexis APIHub > Dev,api-dev-regex-tester-fast,dev,Test a pattern against sample input and report matches. Optimized for fast mode.,medium,none,pro,Pattern,fast,dev|fast,60,2.57
Regex Tester Deep,dev.regex-tester.deep,Magnexis APIHub > Dev,api-dev-regex-tester-deep,dev,Test a pattern against sample input and report matches. Optimized for deep mode.,medium,none,pro,Pattern,deep,deep|dev,60,2.67
Regex Tester Strict,dev.regex-tester.strict,Magnexis APIHub > Dev,api-dev-regex-tester-strict,dev,Test a pattern against sample input and report matches. Optimized for strict mode.,medium,none,pro,Pattern,strict,dev|pattern,60,2.74
Regex Tester Creative,dev.regex-tester.creative,Magnexis APIHub > Dev,api-dev-regex-tester-creative,dev,Test a pattern against sample input and report matches. Optimized for creative mode.,medium,none,pro,Pattern,creative,creative|dev,60,2.61
Regex Tester Compact,dev.regex-tester.compact,Magnexis APIHub > Dev,api-dev-regex-tester-compact,dev,Test a pattern against sample input and report matches. Optimized for compact mode.,medium,none,pro,Pattern,compact,compact|dev,60,3.20
Regex Tester Verbose,dev.regex-tester.verbose,Magnexis APIHub > Dev,api-dev-regex-tester-verbose,dev,Test a pattern against sample input and report matches. Optimized for verbose mode.,medium,none,pro,Pattern,verbose,dev|pattern,60,2.86
Regex Tester Safe,dev.regex-tester.safe,Magnexis APIHub > Dev,api-dev-regex-tester-safe,dev,Test a pattern against sample input and report matches. Optimized for safe mode.,medium,none,pro,Pattern,safe,dev|pattern,60,2.79
Regex Tester Adaptive,dev.regex-tester.adaptive,Magnexis APIHub > Dev,api-dev-regex-tester-adaptive,dev,Test a pattern against sample input and report matches. Optimized for adaptive mode.,medium,none,pro,Pattern,adaptive,adaptive|dev,60,2.93
Regex Tester Batch,dev.regex-tester.batch,Magnexis APIHub > Dev,api-dev-regex-tester-batch,dev,Test a pattern against sample input and report matches. Optimized for batch mode.,medium,none,pro,Pattern,batch,batch|dev,60,2.58
Hash Generator,dev.hash-generator.standard,Magnexis APIHub > Dev,api-dev-hash-generator,dev,Generate stable hashes for strings or payloads.,medium,none,free,Crypto Lite,standard,crypto-lite|dev,60,2.92
Hash Generator Fast,dev.hash-generator.fast,Magnexis APIHub > Dev,api-dev-hash-generator-fast,dev,Generate stable hashes for strings or payloads. Optimized for fast mode.,medium,none,pro,Crypto Lite,fast,crypto-lite|dev,60,2.55
Hash Generator Deep,dev.hash-generator.deep,Magnexis APIHub > Dev,api-dev-hash-generator-deep,dev,Generate stable hashes for strings or payloads. Optimized for deep mode.,medium,none,pro,Crypto Lite,deep,crypto-lite|deep,60,3.22
Hash Generator Strict,dev.hash-generator.strict,Magnexis APIHub > Dev,api-dev-hash-generator-strict,dev,Generate stable hashes for strings or payloads. Optimized for strict mode.,medium,none,pro,Crypto Lite,strict,crypto-lite|dev,60,2.72
Hash Generator Creative,dev.hash-generator.creative,Magnexis APIHub > Dev,api-dev-hash-generator-creative,dev,Generate stable hashes for strings or payloads. Optimized for creative mode.,medium,none,pro,Crypto Lite,creative,creative|crypto-lite,60,3.34
Hash Generator Compact,dev.hash-generator.compact,Magnexis APIHub > Dev,api-dev-hash-generator-compact,dev,Generate stable hashes for strings or payloads. Optimized for compact mode.,medium,none,pro,Crypto Lite,compact,compact|crypto-lite,60,3.42
Hash Generator Verbose,dev.hash-generator.verbose,Magnexis APIHub > Dev,api-dev-hash-generator-verbose,dev,Generate stable hashes for strings or payloads. Optimized for verbose mode.,medium,none,pro,Crypto Lite,verbose,crypto-lite|dev,60,3.42
Hash Generator Safe,dev.hash-generator.safe,Magnexis APIHub > Dev,api-dev-hash-generator-safe,dev,Generate stable hashes for strings or payloads. Optimized for safe mode.,medium,none,pro,Crypto Lite,safe,crypto-lite|dev,60,3.30
Hash Generator Adaptive,dev.hash-generator.adaptive,Magnexis APIHub > Dev,api-dev-hash-generator-adaptive,dev,Generate stable hashes for strings or payloads. Optimized for adaptive mode.,medium,none,pro,Crypto Lite,adaptive,adaptive|crypto-lite,60,2.91
Hash Generator Batch,dev.hash-generator.batch,Magnexis APIHub > Dev,api-dev-hash-generator-batch,dev,Generate stable hashes for strings or payloads. Optimized for batch mode.,medium,none,pro,Crypto Lite,batch,batch|crypto-lite,60,3.16
Base64 Encode,dev.base64-encode.standard,Magnexis APIHub > Dev,api-dev-base64-encode,dev,Encode plain text as Base64.,low,none,free,Encoding,standard,base64|dev,90,3.35
Base64 Encode Fast,dev.base64-encode.fast,Magnexis APIHub > Dev,api-dev-base64-encode-fast,dev,Encode plain text as Base64. Optimized for fast mode.,low,none,pro,Encoding,fast,base64|dev,90,2.78
Base64 Encode Deep,dev.base64-encode.deep,Magnexis APIHub > Dev,api-dev-base64-encode-deep,dev,Encode plain text as Base64. Optimized for deep mode.,low,none,pro,Encoding,deep,base64|deep,90,3.13
Base64 Encode Strict,dev.base64-encode.strict,Magnexis APIHub > Dev,api-dev-base64-encode-strict,dev,Encode plain text as Base64. Optimized for strict mode.,low,none,pro,Encoding,strict,base64|dev,90,2.92
Base64 Encode Creative,dev.base64-encode.creative,Magnexis APIHub > Dev,api-dev-base64-encode-creative,dev,Encode plain text as Base64. Optimized for creative mode.,low,none,pro,Encoding,creative,base64|creative,90,2.72
Base64 Encode Compact,dev.base64-encode.compact,Magnexis APIHub > Dev,api-dev-base64-encode-compact,dev,Encode plain text as Base64. Optimized for compact mode.,low,none,pro,Encoding,compact,base64|compact,90,3.01
Base64 Encode Verbose,dev.base64-encode.verbose,Magnexis APIHub > Dev,api-dev-base64-encode-verbose,dev,Encode plain text as Base64. Optimized for verbose mode.,low,none,pro,Encoding,verbose,base64|dev,90,3.54
Base64 Encode Safe,dev.base64-encode.safe,Magnexis APIHub > Dev,api-dev-base64-encode-safe,dev,Encode plain text as Base64. Optimized for safe mode.,low,none,pro,Encoding,safe,base64|dev,90,3.41
Base64 Encode Adaptive,dev.base64-encode.adaptive,Magnexis APIHub > Dev,api-dev-base64-encode-adaptive,dev,Encode plain text as Base64. Optimized for adaptive mode.,low,none,pro,Encoding,adaptive,adaptive|base64,90,2.97
Base64 Encode Batch,dev.base64-encode.batch,Magnexis APIHub > Dev,api-dev-base64-encode-batch,dev,Encode plain text as Base64. Optimized for batch mode.,low,none,pro,Encoding,batch,base64|batch,90,3.08
UUID Generator,dev.uuid-generator.standard,Magnexis APIHub > Dev,api-dev-uuid-generator,dev,Generate stable or random-style UUIDs.,low,none,free,Identity,standard,dev|identity,90,3.61
UUID Generator Fast,dev.uuid-generator.fast,Magnexis APIHub > Dev,api-dev-uuid-generator-fast,dev,Generate stable or random-style UUIDs. Optimized for fast mode.,low,none,pro,Identity,fast,dev|fast,90,3.29
UUID Generator Deep,dev.uuid-generator.deep,Magnexis APIHub > Dev,api-dev-uuid-generator-deep,dev,Generate stable or random-style UUIDs. Optimized for deep mode.,low,none,pro,Identity,deep,deep|dev,90,2.84
UUID Generator Strict,dev.uuid-generator.strict,Magnexis APIHub > Dev,api-dev-uuid-generator-strict,dev,Generate stable or random-style UUIDs. Optimized for strict mode.,low,none,pro,Identity,strict,dev|identity,90,3.66
UUID Generator Creative,dev.uuid-generator.creative,Magnexis APIHub > Dev,api-dev-uuid-generator-creative,dev,Generate stable or random-style UUIDs. Optimized for creative mode.,low,none,pro,Identity,creative,creative|dev,90,3.18
UUID Generator Compact,dev.uuid-generator.compact,Magnexis APIHub > Dev,api-dev-uuid-generator-compact,dev,Generate stable or random-style UUIDs. Optimized for compact mode.,low,none,pro,Identity,compact,compact|dev,90,3.46
UUID Generator Verbose,dev.uuid-generator.verbose,Magnexis APIHub > Dev,api-dev-uuid-generator-verbose,dev,Generate stable or random-style UUIDs. Optimized for verbose mode.,low,none,pro,Identity,verbose,dev|identity,90,2.94
UUID Generator Safe,dev.uuid-generator.safe,Magnexis APIHub > Dev,api-dev-uuid-generator-safe,dev,Generate stable or random-style UUIDs. Optimized for safe mode.,low,none,pro,Identity,safe,dev|identity,90,3.66
UUID Generator Adaptive,dev.uuid-generator.adaptive,Magnexis APIHub > Dev,api-dev-uuid-generator-adaptive,dev,Generate stable or random-style UUIDs. Optimized for adaptive mode.,low,none,pro,Identity,adaptive,adaptive|dev,90,3.35
UUID Generator Batch,dev.uuid-generator.batch,Magnexis APIHub > Dev,api-dev-uuid-generator-batch,dev,Generate stable or random-style UUIDs. Optimized for batch mode.,low,none,pro,Identity,batch,batch|dev,90,2.97
CSV to JSON,data.csv-to-json.standard,Magnexis APIHub > Data,api-data-csv-to-json,data,Convert CSV rows into JSON records.,medium,none,free,Conversion,standard,conversion|csv,60,3.61
CSV to JSON Fast,data.csv-to-json.fast,Magnexis APIHub > Data,api-data-csv-to-json-fast,data,Convert CSV rows into JSON records. Optimized for fast mode.,medium,none,pro,Conversion,fast,conversion|csv,60,3.07
CSV to JSON Deep,data.csv-to-json.deep,Magnexis APIHub > Data,api-data-csv-to-json-deep,data,Convert CSV rows into JSON records. Optimized for deep mode.,medium,none,pro,Conversion,deep,conversion|csv,60,3.07
CSV to JSON Strict,data.csv-to-json.strict,Magnexis APIHub > Data,api-data-csv-to-json-strict,data,Convert CSV rows into JSON records. Optimized for strict mode.,medium,none,pro,Conversion,strict,conversion|csv,60,3.60
CSV to JSON Creative,data.csv-to-json.creative,Magnexis APIHub > Data,api-data-csv-to-json-creative,data,Convert CSV rows into JSON records. Optimized for creative mode.,medium,none,pro,Conversion,creative,conversion|creative,60,3.44
CSV to JSON Compact,data.csv-to-json.compact,Magnexis APIHub > Data,api-data-csv-to-json-compact,data,Convert CSV rows into JSON records. Optimized for compact mode.,medium,none,pro,Conversion,compact,compact|conversion,60,3.18
CSV to JSON Verbose,data.csv-to-json.verbose,Magnexis APIHub > Data,api-data-csv-to-json-verbose,data,Convert CSV rows into JSON records. Optimized for verbose mode.,medium,none,pro,Conversion,verbose,conversion|csv,60,3.39
CSV to JSON Safe,data.csv-to-json.safe,Magnexis APIHub > Data,api-data-csv-to-json-safe,data,Convert CSV rows into JSON records. Optimized for safe mode.,medium,none,pro,Conversion,safe,conversion|csv,60,3.09
CSV to JSON Adaptive,data.csv-to-json.adaptive,Magnexis APIHub > Data,api-data-csv-to-json-adaptive,data,Convert CSV rows into JSON records. Optimized for adaptive mode.,medium,none,pro,Conversion,adaptive,adaptive|conversion,60,3.45
CSV to JSON Batch,data.csv-to-json.batch,Magnexis APIHub > Data,api-data-csv-to-json-batch,data,Convert CSV rows into JSON records. Optimized for batch mode.,medium,none,pro,Conversion,batch,batch|conversion,60,3.47
JSON to CSV,data.json-to-csv.standard,Magnexis APIHub > Data,api-data-json-to-csv,data,Convert JSON records into CSV text.,medium,none,free,Conversion,standard,conversion|data,60,3.16
JSON to CSV Fast,data.json-to-csv.fast,Magnexis APIHub > Data,api-data-json-to-csv-fast,data,Convert JSON records into CSV text. Optimized for fast mode.,medium,none,pro,Conversion,fast,conversion|data,60,3.21
JSON to CSV Deep,data.json-to-csv.deep,Magnexis APIHub > Data,api-data-json-to-csv-deep,data,Convert JSON records into CSV text. Optimized for deep mode.,medium,none,pro,Conversion,deep,conversion|data,60,3.56
JSON to CSV Strict,data.json-to-csv.strict,Magnexis APIHub > Data,api-data-json-to-csv-strict,data,Convert JSON records into CSV text. Optimized for strict mode.,medium,none,pro,Conversion,strict,conversion|data,60,3.80
JSON to CSV Creative,data.json-to-csv.creative,Magnexis APIHub > Data,api-data-json-to-csv-creative,data,Convert JSON records into CSV text. Optimized for creative mode.,medium,none,pro,Conversion,creative,conversion|creative,60,3.12
JSON to CSV Compact,data.json-to-csv.compact,Magnexis APIHub > Data,api-data-json-to-csv-compact,data,Convert JSON records into CSV text. Optimized for compact mode.,medium,none,pro,Conversion,compact,compact|conversion,60,3.30
JSON to CSV Verbose,data.json-to-csv.verbose,Magnexis APIHub > Data,api-data-json-to-csv-verbose,data,Convert JSON records into CSV text. Optimized for verbose mode.,medium,none,pro,Conversion,verbose,conversion|data,60,3.43
JSON to CSV Safe,data.json-to-csv.safe,Magnexis APIHub > Data,api-data-json-to-csv-safe,data,Convert JSON records into CSV text. Optimized for safe mode.,medium,none,pro,Conversion,safe,conversion|data,60,3.86
JSON to CSV Adaptive,data.json-to-csv.adaptive,Magnexis APIHub > Data,api-data-json-to-csv-adaptive,data,Convert JSON records into CSV text. Optimized for adaptive mode.,medium,none,pro,Conversion,adaptive,adaptive|conversion,60,3.81
