Item Name,SKU,Categories,Permalink,Option Value 1,Description,Option Value 2,Option Value 3,Option Value 4,Reporting Category,Variation Name,Option Value 5,Option Value 6,Price
Spire Blend Ledger Retail 0656 Creative,finance.gen-finance-spire-blend-ledger-retail-0656.creative,Magnexis APIHub > Finance,api-finance-gen-finance-spire-blend-ledger-retail-0656-creative,finance,Spire Blend Ledger Retail 0656 orchestrates deterministic routing results for finance workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Routing,creative,blend|creative,45,24.70
Cinder Stack Ledger Retail 0664,ai.gen-ai-cinder-stack-ledger-retail-0664.standard,Magnexis APIHub > Ai,api-ai-gen-ai-cinder-stack-ledger-retail-0664,ai,Cinder Stack Ledger Retail 0664 orchestrates deterministic forecasting results for ai workflows in retail scenarios.,low,none,free,Forecasting,standard,ai|cinder,90,25.17
Cinder Stack Ledger Retail 0664 Fast,ai.gen-ai-cinder-stack-ledger-retail-0664.fast,Magnexis APIHub > Ai,api-ai-gen-ai-cinder-stack-ledger-retail-0664-fast,ai,Cinder Stack Ledger Retail 0664 orchestrates deterministic forecasting results for ai workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Forecasting,fast,ai|cinder,75,25.19
Cinder Stack Ledger Retail 0664 Deep,ai.gen-ai-cinder-stack-ledger-retail-0664.deep,Magnexis APIHub > Ai,api-ai-gen-ai-cinder-stack-ledger-retail-0664-deep,ai,Cinder Stack Ledger Retail 0664 orchestrates deterministic forecasting results for ai workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Forecasting,deep,ai|cinder,75,25.38
Cinder Stack Ledger Retail 0664 Strict,ai.gen-ai-cinder-stack-ledger-retail-0664.strict,Magnexis APIHub > Ai,api-ai-gen-ai-cinder-stack-ledger-retail-0664-strict,ai,Cinder Stack Ledger Retail 0664 orchestrates deterministic forecasting results for ai workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Forecasting,strict,ai|cinder,75,25.43
Cinder Stack Ledger Retail 0664 Creative,ai.gen-ai-cinder-stack-ledger-retail-0664.creative,Magnexis APIHub > Ai,api-ai-gen-ai-cinder-stack-ledger-retail-0664-creative,ai,Cinder Stack Ledger Retail 0664 orchestrates deterministic forecasting results for ai workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Forecasting,creative,ai|cinder,75,25.66
Cinder Stack Ledger Retail 0664 Compact,ai.gen-ai-cinder-stack-ledger-retail-0664.compact,Magnexis APIHub > Ai,api-ai-gen-ai-cinder-stack-ledger-retail-0664-compact,ai,Cinder Stack Ledger Retail 0664 orchestrates deterministic forecasting results for ai workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Forecasting,compact,ai|cinder,75,25.22
Cinder Stack Ledger Retail 0664 Verbose,ai.gen-ai-cinder-stack-ledger-retail-0664.verbose,Magnexis APIHub > Ai,api-ai-gen-ai-cinder-stack-ledger-retail-0664-verbose,ai,Cinder Stack Ledger Retail 0664 orchestrates deterministic forecasting results for ai workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Forecasting,verbose,ai|cinder,75,25.81
Cinder Stack Ledger Retail 0664 Safe,ai.gen-ai-cinder-stack-ledger-retail-0664.safe,Magnexis APIHub > Ai,api-ai-gen-ai-cinder-stack-ledger-retail-0664-safe,ai,Cinder Stack Ledger Retail 0664 orchestrates deterministic forecasting results for ai workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Forecasting,safe,ai|cinder,75,25.35
Cinder Stack Ledger Retail 0664 Adaptive,ai.gen-ai-cinder-stack-ledger-retail-0664.adaptive,Magnexis APIHub > Ai,api-ai-gen-ai-cinder-stack-ledger-retail-0664-adaptive,ai,Cinder Stack Ledger Retail 0664 orchestrates deterministic forecasting results for ai workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Forecasting,adaptive,adaptive|ai,75,25.75
Cinder Stack Ledger Retail 0664 Batch,ai.gen-ai-cinder-stack-ledger-retail-0664.batch,Magnexis APIHub > Ai,api-ai-gen-ai-cinder-stack-ledger-retail-0664-batch,ai,Cinder Stack Ledger Retail 0664 orchestrates deterministic forecasting results for ai workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Forecasting,batch,ai|batch,75,25.57
Nexus Stack Ledger Retail 0665,text.gen-text-nexus-stack-ledger-retail-0665.standard,Magnexis APIHub > Text,api-text-gen-text-nexus-stack-ledger-retail-0665,text,Nexus Stack Ledger Retail 0665 orchestrates deterministic mapping results for text workflows in retail scenarios.,medium,none,free,Mapping,standard,gen-664|ledger,60,25.25
Nexus Stack Ledger Retail 0665 Fast,text.gen-text-nexus-stack-ledger-retail-0665.fast,Magnexis APIHub > Text,api-text-gen-text-nexus-stack-ledger-retail-0665-fast,text,Nexus Stack Ledger Retail 0665 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Mapping,fast,fast|gen-664,45,26.15
Nexus Stack Ledger Retail 0665 Deep,text.gen-text-nexus-stack-ledger-retail-0665.deep,Magnexis APIHub > Text,api-text-gen-text-nexus-stack-ledger-retail-0665-deep,text,Nexus Stack Ledger Retail 0665 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Mapping,deep,deep|gen-664,45,25.43
Nexus Stack Ledger Retail 0665 Strict,text.gen-text-nexus-stack-ledger-retail-0665.strict,Magnexis APIHub > Text,api-text-gen-text-nexus-stack-ledger-retail-0665-strict,text,Nexus Stack Ledger Retail 0665 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Mapping,strict,gen-664|ledger,45,25.25
Nexus Stack Ledger Retail 0665 Creative,text.gen-text-nexus-stack-ledger-retail-0665.creative,Magnexis APIHub > Text,api-text-gen-text-nexus-stack-ledger-retail-0665-creative,text,Nexus Stack Ledger Retail 0665 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Mapping,creative,creative|gen-664,45,26.12
Nexus Stack Ledger Retail 0665 Compact,text.gen-text-nexus-stack-ledger-retail-0665.compact,Magnexis APIHub > Text,api-text-gen-text-nexus-stack-ledger-retail-0665-compact,text,Nexus Stack Ledger Retail 0665 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Mapping,compact,compact|gen-664,45,26.05
Nexus Stack Ledger Retail 0665 Verbose,text.gen-text-nexus-stack-ledger-retail-0665.verbose,Magnexis APIHub > Text,api-text-gen-text-nexus-stack-ledger-retail-0665-verbose,text,Nexus Stack Ledger Retail 0665 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Mapping,verbose,gen-664|ledger,45,25.75
Nexus Stack Ledger Retail 0665 Safe,text.gen-text-nexus-stack-ledger-retail-0665.safe,Magnexis APIHub > Text,api-text-gen-text-nexus-stack-ledger-retail-0665-safe,text,Nexus Stack Ledger Retail 0665 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Mapping,safe,gen-664|ledger,45,26.12
Nexus Stack Ledger Retail 0665 Adaptive,text.gen-text-nexus-stack-ledger-retail-0665.adaptive,Magnexis APIHub > Text,api-text-gen-text-nexus-stack-ledger-retail-0665-adaptive,text,Nexus Stack Ledger Retail 0665 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Mapping,adaptive,adaptive|gen-664,45,25.29
Nexus Stack Ledger Retail 0665 Batch,text.gen-text-nexus-stack-ledger-retail-0665.batch,Magnexis APIHub > Text,api-text-gen-text-nexus-stack-ledger-retail-0665-batch,text,Nexus Stack Ledger Retail 0665 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Mapping,batch,batch|gen-664,45,25.74
Quartz Stack Ledger Retail 0666,dev.gen-dev-quartz-stack-ledger-retail-0666.standard,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-stack-ledger-retail-0666,dev,Quartz Stack Ledger Retail 0666 orchestrates deterministic governance results for dev workflows in retail scenarios.,high,none,pro,Governance,standard,dev|gen-665,30,25.76
Quartz Stack Ledger Retail 0666 Fast,dev.gen-dev-quartz-stack-ledger-retail-0666.fast,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-stack-ledger-retail-0666-fast,dev,Quartz Stack Ledger Retail 0666 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Governance,fast,dev|fast,20,26.03
Quartz Stack Ledger Retail 0666 Deep,dev.gen-dev-quartz-stack-ledger-retail-0666.deep,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-stack-ledger-retail-0666-deep,dev,Quartz Stack Ledger Retail 0666 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Governance,deep,deep|dev,20,26.25
Quartz Stack Ledger Retail 0666 Strict,dev.gen-dev-quartz-stack-ledger-retail-0666.strict,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-stack-ledger-retail-0666-strict,dev,Quartz Stack Ledger Retail 0666 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Governance,strict,dev|gen-665,20,25.72
Quartz Stack Ledger Retail 0666 Creative,dev.gen-dev-quartz-stack-ledger-retail-0666.creative,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-stack-ledger-retail-0666-creative,dev,Quartz Stack Ledger Retail 0666 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Governance,creative,creative|dev,20,25.49
Quartz Stack Ledger Retail 0666 Compact,dev.gen-dev-quartz-stack-ledger-retail-0666.compact,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-stack-ledger-retail-0666-compact,dev,Quartz Stack Ledger Retail 0666 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Governance,compact,compact|dev,20,25.60
Quartz Stack Ledger Retail 0666 Verbose,dev.gen-dev-quartz-stack-ledger-retail-0666.verbose,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-stack-ledger-retail-0666-verbose,dev,Quartz Stack Ledger Retail 0666 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Governance,verbose,dev|gen-665,20,26.22
Quartz Stack Ledger Retail 0666 Safe,dev.gen-dev-quartz-stack-ledger-retail-0666.safe,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-stack-ledger-retail-0666-safe,dev,Quartz Stack Ledger Retail 0666 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Governance,safe,dev|gen-665,20,26.08
Quartz Stack Ledger Retail 0666 Adaptive,dev.gen-dev-quartz-stack-ledger-retail-0666.adaptive,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-stack-ledger-retail-0666-adaptive,dev,Quartz Stack Ledger Retail 0666 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Governance,adaptive,adaptive|dev,20,25.45
Quartz Stack Ledger Retail 0666 Batch,dev.gen-dev-quartz-stack-ledger-retail-0666.batch,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-stack-ledger-retail-0666-batch,dev,Quartz Stack Ledger Retail 0666 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Governance,batch,batch|dev,20,25.43
Delta Stack Ledger Retail 0667,data.gen-data-delta-stack-ledger-retail-0667.standard,Magnexis APIHub > Data,api-data-gen-data-delta-stack-ledger-retail-0667,data,Delta Stack Ledger Retail 0667 orchestrates deterministic synthesis results for data workflows in retail scenarios.,low,none,free,Synthesis,standard,data|delta,90,25.43
Delta Stack Ledger Retail 0667 Fast,data.gen-data-delta-stack-ledger-retail-0667.fast,Magnexis APIHub > Data,api-data-gen-data-delta-stack-ledger-retail-0667-fast,data,Delta Stack Ledger Retail 0667 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Synthesis,fast,data|delta,75,25.99
Delta Stack Ledger Retail 0667 Deep,data.gen-data-delta-stack-ledger-retail-0667.deep,Magnexis APIHub > Data,api-data-gen-data-delta-stack-ledger-retail-0667-deep,data,Delta Stack Ledger Retail 0667 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Synthesis,deep,data|deep,75,25.44
Delta Stack Ledger Retail 0667 Strict,data.gen-data-delta-stack-ledger-retail-0667.strict,Magnexis APIHub > Data,api-data-gen-data-delta-stack-ledger-retail-0667-strict,data,Delta Stack Ledger Retail 0667 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Synthesis,strict,data|delta,75,26.23
Delta Stack Ledger Retail 0667 Creative,data.gen-data-delta-stack-ledger-retail-0667.creative,Magnexis APIHub > Data,api-data-gen-data-delta-stack-ledger-retail-0667-creative,data,Delta Stack Ledger Retail 0667 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Synthesis,creative,creative|data,75,25.82
Delta Stack Ledger Retail 0667 Compact,data.gen-data-delta-stack-ledger-retail-0667.compact,Magnexis APIHub > Data,api-data-gen-data-delta-stack-ledger-retail-0667-compact,data,Delta Stack Ledger Retail 0667 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Synthesis,compact,compact|data,75,25.94
Delta Stack Ledger Retail 0667 Verbose,data.gen-data-delta-stack-ledger-retail-0667.verbose,Magnexis APIHub > Data,api-data-gen-data-delta-stack-ledger-retail-0667-verbose,data,Delta Stack Ledger Retail 0667 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Synthesis,verbose,data|delta,75,26.04
Delta Stack Ledger Retail 0667 Safe,data.gen-data-delta-stack-ledger-retail-0667.safe,Magnexis APIHub > Data,api-data-gen-data-delta-stack-ledger-retail-0667-safe,data,Delta Stack Ledger Retail 0667 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Synthesis,safe,data|delta,75,26.00
Delta Stack Ledger Retail 0667 Adaptive,data.gen-data-delta-stack-ledger-retail-0667.adaptive,Magnexis APIHub > Data,api-data-gen-data-delta-stack-ledger-retail-0667-adaptive,data,Delta Stack Ledger Retail 0667 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Synthesis,adaptive,adaptive|data,75,26.12
Delta Stack Ledger Retail 0667 Batch,data.gen-data-delta-stack-ledger-retail-0667.batch,Magnexis APIHub > Data,api-data-gen-data-delta-stack-ledger-retail-0667-batch,data,Delta Stack Ledger Retail 0667 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Synthesis,batch,batch|data,75,25.89
Ripple Stack Ledger Retail 0668,business.gen-business-ripple-stack-ledger-retail-0668.standard,Magnexis APIHub > Business,api-business-gen-business-ripple-stack-ledger-retail-0668,business,Ripple Stack Ledger Retail 0668 orchestrates deterministic routing results for business workflows in retail scenarios.,medium,none,free,Routing,standard,business|gen-667,60,25.53
Ripple Stack Ledger Retail 0668 Fast,business.gen-business-ripple-stack-ledger-retail-0668.fast,Magnexis APIHub > Business,api-business-gen-business-ripple-stack-ledger-retail-0668-fast,business,Ripple Stack Ledger Retail 0668 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Routing,fast,business|fast,45,25.78
Ripple Stack Ledger Retail 0668 Deep,business.gen-business-ripple-stack-ledger-retail-0668.deep,Magnexis APIHub > Business,api-business-gen-business-ripple-stack-ledger-retail-0668-deep,business,Ripple Stack Ledger Retail 0668 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Routing,deep,business|deep,45,26.04
Ripple Stack Ledger Retail 0668 Strict,business.gen-business-ripple-stack-ledger-retail-0668.strict,Magnexis APIHub > Business,api-business-gen-business-ripple-stack-ledger-retail-0668-strict,business,Ripple Stack Ledger Retail 0668 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Routing,strict,business|gen-667,45,26.19
Ripple Stack Ledger Retail 0668 Creative,business.gen-business-ripple-stack-ledger-retail-0668.creative,Magnexis APIHub > Business,api-business-gen-business-ripple-stack-ledger-retail-0668-creative,business,Ripple Stack Ledger Retail 0668 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Routing,creative,business|creative,45,26.20
