Item Name,SKU,Categories,Permalink,Option Value 1,Description,Option Value 2,Option Value 3,Option Value 4,Reporting Category,Variation Name,Option Value 5,Option Value 6,Price
Orbit Score Stream Retail 1397 Adaptive,finance.gen-finance-orbit-score-stream-retail-1397.adaptive,Magnexis APIHub > Finance,api-finance-gen-finance-orbit-score-stream-retail-1397-adaptive,finance,Orbit Score Stream Retail 1397 orchestrates deterministic mapping results for finance workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Mapping,adaptive,adaptive|finance,45,48.91
Orbit Score Stream Retail 1397 Batch,finance.gen-finance-orbit-score-stream-retail-1397.batch,Magnexis APIHub > Finance,api-finance-gen-finance-orbit-score-stream-retail-1397-batch,finance,Orbit Score Stream Retail 1397 orchestrates deterministic mapping results for finance workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Mapping,batch,batch|finance,45,49.21
Prism Score Stream Retail 1398,security.gen-security-prism-score-stream-retail-1398.standard,Magnexis APIHub > Security,api-security-gen-security-prism-score-stream-retail-1398,security,Prism Score Stream Retail 1398 orchestrates deterministic governance results for security workflows in retail scenarios.,high,none,pro,Governance,standard,gen-397|governance,30,49.34
Prism Score Stream Retail 1398 Fast,security.gen-security-prism-score-stream-retail-1398.fast,Magnexis APIHub > Security,api-security-gen-security-prism-score-stream-retail-1398-fast,security,Prism Score Stream Retail 1398 orchestrates deterministic governance results for security workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Governance,fast,fast|gen-397,20,48.60
Prism Score Stream Retail 1398 Deep,security.gen-security-prism-score-stream-retail-1398.deep,Magnexis APIHub > Security,api-security-gen-security-prism-score-stream-retail-1398-deep,security,Prism Score Stream Retail 1398 orchestrates deterministic governance results for security workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Governance,deep,deep|gen-397,20,48.75
Prism Score Stream Retail 1398 Strict,security.gen-security-prism-score-stream-retail-1398.strict,Magnexis APIHub > Security,api-security-gen-security-prism-score-stream-retail-1398-strict,security,Prism Score Stream Retail 1398 orchestrates deterministic governance results for security workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Governance,strict,gen-397|governance,20,49.48
Prism Score Stream Retail 1398 Creative,security.gen-security-prism-score-stream-retail-1398.creative,Magnexis APIHub > Security,api-security-gen-security-prism-score-stream-retail-1398-creative,security,Prism Score Stream Retail 1398 orchestrates deterministic governance results for security workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Governance,creative,creative|gen-397,20,49.27
Prism Score Stream Retail 1398 Compact,security.gen-security-prism-score-stream-retail-1398.compact,Magnexis APIHub > Security,api-security-gen-security-prism-score-stream-retail-1398-compact,security,Prism Score Stream Retail 1398 orchestrates deterministic governance results for security workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Governance,compact,compact|gen-397,20,48.62
Prism Score Stream Retail 1398 Verbose,security.gen-security-prism-score-stream-retail-1398.verbose,Magnexis APIHub > Security,api-security-gen-security-prism-score-stream-retail-1398-verbose,security,Prism Score Stream Retail 1398 orchestrates deterministic governance results for security workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Governance,verbose,gen-397|governance,20,48.72
Prism Score Stream Retail 1398 Safe,security.gen-security-prism-score-stream-retail-1398.safe,Magnexis APIHub > Security,api-security-gen-security-prism-score-stream-retail-1398-safe,security,Prism Score Stream Retail 1398 orchestrates deterministic governance results for security workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Governance,safe,gen-397|governance,20,48.79
Prism Score Stream Retail 1398 Adaptive,security.gen-security-prism-score-stream-retail-1398.adaptive,Magnexis APIHub > Security,api-security-gen-security-prism-score-stream-retail-1398-adaptive,security,Prism Score Stream Retail 1398 orchestrates deterministic governance results for security workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Governance,adaptive,adaptive|gen-397,20,48.57
Prism Score Stream Retail 1398 Batch,security.gen-security-prism-score-stream-retail-1398.batch,Magnexis APIHub > Security,api-security-gen-security-prism-score-stream-retail-1398-batch,security,Prism Score Stream Retail 1398 orchestrates deterministic governance results for security workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Governance,batch,batch|gen-397,20,48.80
Flux Score Stream Retail 1399,web.gen-web-flux-score-stream-retail-1399.standard,Magnexis APIHub > Web,api-web-gen-web-flux-score-stream-retail-1399,web,Flux Score Stream Retail 1399 orchestrates deterministic synthesis results for web workflows in retail scenarios.,low,none,free,Synthesis,standard,flux|gen-398,90,49.04
Flux Score Stream Retail 1399 Fast,web.gen-web-flux-score-stream-retail-1399.fast,Magnexis APIHub > Web,api-web-gen-web-flux-score-stream-retail-1399-fast,web,Flux Score Stream Retail 1399 orchestrates deterministic synthesis results for web workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Synthesis,fast,fast|flux,75,49.34
Flux Score Stream Retail 1399 Deep,web.gen-web-flux-score-stream-retail-1399.deep,Magnexis APIHub > Web,api-web-gen-web-flux-score-stream-retail-1399-deep,web,Flux Score Stream Retail 1399 orchestrates deterministic synthesis results for web workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Synthesis,deep,deep|flux,75,48.72
Flux Score Stream Retail 1399 Strict,web.gen-web-flux-score-stream-retail-1399.strict,Magnexis APIHub > Web,api-web-gen-web-flux-score-stream-retail-1399-strict,web,Flux Score Stream Retail 1399 orchestrates deterministic synthesis results for web workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Synthesis,strict,flux|gen-398,75,49.15
Flux Score Stream Retail 1399 Creative,web.gen-web-flux-score-stream-retail-1399.creative,Magnexis APIHub > Web,api-web-gen-web-flux-score-stream-retail-1399-creative,web,Flux Score Stream Retail 1399 orchestrates deterministic synthesis results for web workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Synthesis,creative,creative|flux,75,48.70
Flux Score Stream Retail 1399 Compact,web.gen-web-flux-score-stream-retail-1399.compact,Magnexis APIHub > Web,api-web-gen-web-flux-score-stream-retail-1399-compact,web,Flux Score Stream Retail 1399 orchestrates deterministic synthesis results for web workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Synthesis,compact,compact|flux,75,48.83
Flux Score Stream Retail 1399 Verbose,web.gen-web-flux-score-stream-retail-1399.verbose,Magnexis APIHub > Web,api-web-gen-web-flux-score-stream-retail-1399-verbose,web,Flux Score Stream Retail 1399 orchestrates deterministic synthesis results for web workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Synthesis,verbose,flux|gen-398,75,49.26
Flux Score Stream Retail 1399 Safe,web.gen-web-flux-score-stream-retail-1399.safe,Magnexis APIHub > Web,api-web-gen-web-flux-score-stream-retail-1399-safe,web,Flux Score Stream Retail 1399 orchestrates deterministic synthesis results for web workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Synthesis,safe,flux|gen-398,75,48.90
Flux Score Stream Retail 1399 Adaptive,web.gen-web-flux-score-stream-retail-1399.adaptive,Magnexis APIHub > Web,api-web-gen-web-flux-score-stream-retail-1399-adaptive,web,Flux Score Stream Retail 1399 orchestrates deterministic synthesis results for web workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Synthesis,adaptive,adaptive|flux,75,49.25
Flux Score Stream Retail 1399 Batch,web.gen-web-flux-score-stream-retail-1399.batch,Magnexis APIHub > Web,api-web-gen-web-flux-score-stream-retail-1399-batch,web,Flux Score Stream Retail 1399 orchestrates deterministic synthesis results for web workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Synthesis,batch,batch|flux,75,49.11
Cinder Score Stream Retail 1400,media.gen-media-cinder-score-stream-retail-1400.standard,Magnexis APIHub > Media,api-media-gen-media-cinder-score-stream-retail-1400,media,Cinder Score Stream Retail 1400 orchestrates deterministic routing results for media workflows in retail scenarios.,medium,none,free,Routing,standard,cinder|gen-399,60,48.87
Cinder Score Stream Retail 1400 Fast,media.gen-media-cinder-score-stream-retail-1400.fast,Magnexis APIHub > Media,api-media-gen-media-cinder-score-stream-retail-1400-fast,media,Cinder Score Stream Retail 1400 orchestrates deterministic routing results for media workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Routing,fast,cinder|fast,45,49.16
Cinder Score Stream Retail 1400 Deep,media.gen-media-cinder-score-stream-retail-1400.deep,Magnexis APIHub > Media,api-media-gen-media-cinder-score-stream-retail-1400-deep,media,Cinder Score Stream Retail 1400 orchestrates deterministic routing results for media workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Routing,deep,cinder|deep,45,49.38
Cinder Score Stream Retail 1400 Strict,media.gen-media-cinder-score-stream-retail-1400.strict,Magnexis APIHub > Media,api-media-gen-media-cinder-score-stream-retail-1400-strict,media,Cinder Score Stream Retail 1400 orchestrates deterministic routing results for media workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Routing,strict,cinder|gen-399,45,49.17
Cinder Score Stream Retail 1400 Creative,media.gen-media-cinder-score-stream-retail-1400.creative,Magnexis APIHub > Media,api-media-gen-media-cinder-score-stream-retail-1400-creative,media,Cinder Score Stream Retail 1400 orchestrates deterministic routing results for media workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Routing,creative,cinder|creative,45,48.75
Cinder Score Stream Retail 1400 Compact,media.gen-media-cinder-score-stream-retail-1400.compact,Magnexis APIHub > Media,api-media-gen-media-cinder-score-stream-retail-1400-compact,media,Cinder Score Stream Retail 1400 orchestrates deterministic routing results for media workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Routing,compact,cinder|compact,45,49.55
Cinder Score Stream Retail 1400 Verbose,media.gen-media-cinder-score-stream-retail-1400.verbose,Magnexis APIHub > Media,api-media-gen-media-cinder-score-stream-retail-1400-verbose,media,Cinder Score Stream Retail 1400 orchestrates deterministic routing results for media workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Routing,verbose,cinder|gen-399,45,48.75
Cinder Score Stream Retail 1400 Safe,media.gen-media-cinder-score-stream-retail-1400.safe,Magnexis APIHub > Media,api-media-gen-media-cinder-score-stream-retail-1400-safe,media,Cinder Score Stream Retail 1400 orchestrates deterministic routing results for media workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Routing,safe,cinder|gen-399,45,48.89
Cinder Score Stream Retail 1400 Adaptive,media.gen-media-cinder-score-stream-retail-1400.adaptive,Magnexis APIHub > Media,api-media-gen-media-cinder-score-stream-retail-1400-adaptive,media,Cinder Score Stream Retail 1400 orchestrates deterministic routing results for media workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Routing,adaptive,adaptive|cinder,45,49.58
Cinder Score Stream Retail 1400 Batch,media.gen-media-cinder-score-stream-retail-1400.batch,Magnexis APIHub > Media,api-media-gen-media-cinder-score-stream-retail-1400-batch,media,Cinder Score Stream Retail 1400 orchestrates deterministic routing results for media workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Routing,batch,batch|cinder,45,49.07
Nexus Score Stream Retail 1401,game.gen-game-nexus-score-stream-retail-1401.standard,Magnexis APIHub > Game,api-game-gen-game-nexus-score-stream-retail-1401,game,Nexus Score Stream Retail 1401 orchestrates deterministic profiling results for game workflows in retail scenarios.,high,none,pro,Profiling,standard,game|gen-400,30,48.90
Nexus Score Stream Retail 1401 Fast,game.gen-game-nexus-score-stream-retail-1401.fast,Magnexis APIHub > Game,api-game-gen-game-nexus-score-stream-retail-1401-fast,game,Nexus Score Stream Retail 1401 orchestrates deterministic profiling results for game workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Profiling,fast,fast|game,20,49.70
Nexus Score Stream Retail 1401 Deep,game.gen-game-nexus-score-stream-retail-1401.deep,Magnexis APIHub > Game,api-game-gen-game-nexus-score-stream-retail-1401-deep,game,Nexus Score Stream Retail 1401 orchestrates deterministic profiling results for game workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Profiling,deep,deep|game,20,49.67
Nexus Score Stream Retail 1401 Strict,game.gen-game-nexus-score-stream-retail-1401.strict,Magnexis APIHub > Game,api-game-gen-game-nexus-score-stream-retail-1401-strict,game,Nexus Score Stream Retail 1401 orchestrates deterministic profiling results for game workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Profiling,strict,game|gen-400,20,49.06
Nexus Score Stream Retail 1401 Creative,game.gen-game-nexus-score-stream-retail-1401.creative,Magnexis APIHub > Game,api-game-gen-game-nexus-score-stream-retail-1401-creative,game,Nexus Score Stream Retail 1401 orchestrates deterministic profiling results for game workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Profiling,creative,creative|game,20,49.47
Nexus Score Stream Retail 1401 Compact,game.gen-game-nexus-score-stream-retail-1401.compact,Magnexis APIHub > Game,api-game-gen-game-nexus-score-stream-retail-1401-compact,game,Nexus Score Stream Retail 1401 orchestrates deterministic profiling results for game workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Profiling,compact,compact|game,20,49.01
Nexus Score Stream Retail 1401 Verbose,game.gen-game-nexus-score-stream-retail-1401.verbose,Magnexis APIHub > Game,api-game-gen-game-nexus-score-stream-retail-1401-verbose,game,Nexus Score Stream Retail 1401 orchestrates deterministic profiling results for game workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Profiling,verbose,game|gen-400,20,49.14
Nexus Score Stream Retail 1401 Safe,game.gen-game-nexus-score-stream-retail-1401.safe,Magnexis APIHub > Game,api-game-gen-game-nexus-score-stream-retail-1401-safe,game,Nexus Score Stream Retail 1401 orchestrates deterministic profiling results for game workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Profiling,safe,game|gen-400,20,49.45
